channel_id,video_id,comments
UCxUWIEL-USsiPak0Qy6_vVg,b4ki5lMyd4Q,"['Diese Episode Sind SUPERRR!!!!!!!!', 'Ich fehle sehr schlecht für die arme Männer.', '☘️', 'Kıvanç hocadan gelenlerrrr', ""Wait, are people living on streets in Germany?? Didn't expect that..."", '✅✅', 'Super', ':D Absolut lutzig. Die beide sind ganz süß. Der Wetterbericht und superlativ wurden auch deutlich erzählt. Gut gemacht.', 'sehr gut', ""J'aime les knakis""]"
UCxUWIEL-USsiPak0Qy6_vVg,3UJeXeiki9g,"['Ihr hat vergesse  seine tacher oder seine  ruksak', 'Mit der Entspannung ist es gleich vorbei, sobald er merkt, dass er seine Reisetasche auf dem Bürgersteig vergessen hat.', '❤️', '🎁', 'das ist ein gutes video!', ""C'est vraiment nul!Mais je dois regarder..."", '✅✅', 'what city is it?', 'Which town it is at the beginning please ?', 'Was ist passiert mit der Tasche von Nico? Warum hast der Mann die Tasche von Nico??']"
UCxUWIEL-USsiPak0Qy6_vVg,0S3urnio_08,"['at the end they always eat in restaurant again😂😂😂 soo cutee', 'Toll❤', 'Angebrannt oder verbrannt?', 'Dieses programm ist total hilfreich', '""Aber Pizzabacken ist leicht""\nDie Pizza: 1:05', 'Dies ist sehr gut fur Deutsch lernen!!', '✅✅', '- Aber Pizza backen ist leicht.\n* Ja   😂', '0:08 Den Vogel im Käfig zu behalten finde ich total unmenschlich, grausam und furchtbar. An einer Seite, scheinen die Leute vegetarisch zu sein. Allerdings, behalten sie den armen Vogel im Käfig. Etwas stimmt hier nicht.', 'So schwer ist kochen docht nicht..XD  und danach sie sind in tareck restaurant']"
UCxUWIEL-USsiPak0Qy6_vVg,SRAk_KZlrwY,"['Does anyone knows the name of the actor of a seller?', 'ich hätte gerne diese Datteln', 'Слава Украине', 'Sehr gut danke', 'danke', 'I was kinda confused with ""pfund"". Apparently it means 500 grams', 'Rücket Gymnasium', '✅✅', 'These are some prices! Except for bananas, everything else should be at least 50% off.', 'What is the deal?  Nico is a kept man?  Even if he lost his passport, surely he had his wallet in his pocket?  Do all strangers luck into this group of friendly people?']"
UCxUWIEL-USsiPak0Qy6_vVg,dOdHXwy0cME,"['Oo', ""1:38 Its not nice to say that to the already low wage workers who have to wake up early in the morning to prep everything in the bakeri and then deal with almost all kinds of nasty customers just wait for your turn and don't engage in small talks."", 'Inge hat gesagt ”das dauert hier immer so lange “ 😂\n\nSie ist nur ihren job machen 😂😂😂 inge ist nicht zu sympathisch … ich finde deise frau nicht glücklich 😢', 'vielen Dank für Ihre Mühe ❤❤', '😰🤓🤓🤓😎🧐🧐', 'СЧСМСИ СИАВПЯІВПРЬЬККЦКАУВАІПКІВЯІАЦФцукенапсавіфЙЦУ\n\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\', ""Können wir für  Sie 'unschlüssig' sagen? Oder gibt es ein anderes Wort für indecisive?"", '❤️', 'Inge: Das dauert hier immer so lange. \nNico: Ja 🙂\n\n😂😂', '0:38. ¡Qué antipática!']"
UCxUWIEL-USsiPak0Qy6_vVg,ySrfaSqtdfw,"['Is this course also help for visiting German? 😀', 'At 1:10 it sounds like Max does not use back of the throat to pronounce the ""R"". Is ""drei"" an exception? How do we pronounce ""drei""?', 'Hello how was your day.your videos are the best😍❤️😍👍🏻', '✅✅', 'Navalny', 'Vielen Dank....Sorry for that mistake..', 'Hallo.....Ich habe eine Fragen ....\nWhat are the differences between ....\nIn yours examples:\nWo ....? ...im Supermarkt and ....... auf dem Markt .......\nThey have the same  meaning ?  like for Example; As when we use them.....Ich esse gerne (gern) oder Ich bake gerne(gern).....etc\nor I must to learn them as  grammatical Rule...\nVielen Danke', 'Ruben barrera nein .... das heisst  ""adjektivdeklination"" mit bestimmten artiklen verwenden wir nur ""e"" ( maskulin ,  neutral ,  feminin ) \n《Z.b 》\n1.  Der  nachste halt\n2. Das nachste essen\n3. Die  nachste strasse \n\nAber ,  wir  verwenden mit unbestimmten artiklen ( -er- maskulin ,\n-es- neutral , -e- feminin )\n《Z.b》\n1. Ein nachster halt \n2.Ein nachstes essen\n3.Eine nachste strasse', 'Hallo,\nIch habe gegen das video einen Sweifeln...\nIns Video, inm Satz....."" Dafur bekommen ihr das NACHSTE ESSEN"" (DAS ESSEN ist neutral) ...\ndas muss nicht sein......das NACHSTES ESSEN....\nWas denken Sie um?\nVielen Dank..\nRuben', 'Diese serien sind fantastisch!']"
UCxUWIEL-USsiPak0Qy6_vVg,KeU3-5jr2fI,"['😮', 'the plot thickens', 'danke', 'Danke!)', 'başarılarının devamıını dillemiyorum', 'POV: your teacher sent u this', '✅✅', 'von 1:10 bis 1:19 habe ich nicht verstanden. Worum geht es da?', 'The more I watch these episodes, the more I love German. Fun and creative way to improve our skills. Vielen Dank DW 👽🖤❤️💛🚀!', 'Gibt es technische Probleme heute?']"
UCxUWIEL-USsiPak0Qy6_vVg,SIN9PejV-OI,"['Nicos ist nicht so gut in dem Haus😂😂😂', '&', ""Pov pour l'eval d'allemand"", 'Abwaschen abtroknen \nWaschen\nStaubsauger\nStaubsaugen\nGeschirr spülen', 'Hallo, ich lerne deutsch', 'Old woman: nothing Nico: breaks glass', 'Nico hat viel Pech', 'Super', 'Das ist sehr gute Video :) ich kann die neue Wörter mehr lernen.😉', '1:20 Ich glaube dass ist kein Fleisch 😅']"
UCxUWIEL-USsiPak0Qy6_vVg,sEu2PqmGrgw,"['Entschuldigung, aber wer haelt seine Voegel ueber dem  Herd???', '.', 'es ist sehr , sehr praktisc, und angenehm', 'XD', 'Why Lisa smiled before leaving?\n¿Sabe algo de la señora o simplemente se burló de algo?', '✅', 'Hallo', 'Jedi decu za pare', 'Nico ist sehr suß)))', 'Thnx']"
UCxUWIEL-USsiPak0Qy6_vVg,3tq7bRB9iu0,"['OMG ..you save my life😢❤❤\nIm so glad \nMy dream to becom b1 & move to germany \nHope me luck', 'Gute Schauspielerin', 'Was ist passiert ?', 'danke', '0:53 Warum sagt sie ""OBEN hin"", wenn sie UNTER etwas es legt?', 'is it pronounced ""lebenSmittel"" or ""lebenSHmittel"" (with a SH sound like SHower, SHow, SHovel, SHopping)??', 'Ba viva itali buuu doich', '""Entschuldige Klara"" xD', '✅✅', 'Me']"
UCxUWIEL-USsiPak0Qy6_vVg,dsPDJb2956A,"['Was hat er gefunden?', 'Danke', 'Wichtige wörter im lektion \nDie regal \nDie tastatur \nDie quittung \nVorübergehend geschlossen', 'AWDWADWADAWD', 'Gg', 'Gg', '✅✅', 'ummm, dass seltsam !', 'Was ist das ? Warum sind Max und Tarek im Fahrradladen von Yara ?? Seltsam.', 'no entiendo nada jaja, qué hacen los dos del bar en una tienda de bicicletas y dando dinero, rarísimo']"
UCxUWIEL-USsiPak0Qy6_vVg,4us1ZoH9K04,"['Emma, du musst dich jetzt verabschieden.😢', 'Also dieses Video -- und nur dieses, die Folge 43 -- hat eine nicht so gute Videoqualität. Ich liebe diese Serie, bitte bitte können Sie noch ein Video mit höherer Auflösung für diese Folge hochladen??? 🥺', 'Ich will Emma und Jurgen(?) wieder treffen. Ich war auch schön bei ihnen!', 'great job! I love this series - very nice characters, great plots, suspens, emotions and works - makes me want to watch it on and on again and l learn lots of the language ! Thanx DW', 'Why she hugs a stranger', '✅✅', 'ich kann ohne deutschen untertitel nicht verstehen haha....', 'Oi', 'دختره چقدر خوشکله', 'Guten Tag']"
UCxUWIEL-USsiPak0Qy6_vVg,5_pXp3akjr4,"['warum sie sagt mit dem bus bis zum grafenplatz? warum bis zum.müssen wir bis zum sagen?', 'Lisa is very resourceful.', 'Wer liebt Nico? ⬇️', 'Vielen Dank', 'Почему так мало комментариев?', '✅✅', 'Emma spricht zu schnell.', 'HALLO,\n\n\nI have a doubt...\nwhy in  "" ......und an der nachsten Ampel rechts""\nfirstly,  ""an der .. Ampel rechts"" ( DATIVE form) ...that´s right....\nbut   an der nachstEN Ampel rechts ( as AKKUSATIVE FORM)....However, ""AMPEL"" is femmenine...(DIE)....\nWhy is ""NACHSTEN AMPEL"".....(In masculine : DEN -AKK of DER not from DIE) ...and not ... ""in der NACHSTE AMPELrechts.""\nTHANK YOU', 'Was ist der Unterschied zwischen „suchen“ und „suchen nach“', 'Wie können wir in Deutsch ""I ship Lisa And Nico so much"" sagen?']"
UCxUWIEL-USsiPak0Qy6_vVg,Fz_AuTNFa8k,"['DANKE SCHÖN NICO!!', 'Vielen Dank', ""0:19 what?! I can't listen cleary even watching sub together! 😱"", '7', 'ya pas mal d allemand ici ich komt aus frenkrich yo la time perssonne ne me comprend', 'super weno', 'ok', 'Hola q tal me lo traducen pls lo necesito rápidooooo danke 😘😘', '✅✅', 'Vielen Dank.']"
UCxUWIEL-USsiPak0Qy6_vVg,qaQd9wFy1l4,"['*Die Bewerbungsgespräche finden normalerweise im Besprechungsraum statt.*\n\n-Das Bewerbungsgespräch: job interview\n-stattfinden(tranbareverben): occur, take place\n-normalerweise: normally\n-Der Besprechungsraum:meeting room', 'Super series', 'gut', '✅✅', 'Normalerweise, machen die Arbeitgeber ein Bewerbungsgespräch erst mit alle Bewerber und dann wählen sie (hoffentlich) den besten Bewerber aus egal ob sie hübsch oder hässlich aussieht. \nDoch, ihr glaubt mir nicht oder? Guck mal \nhttps://www.welt.de/gesundheit/psychologie/article13418959/Schoene-Menschen-sind-klar-im-Vorteil.html', ""What is the intro song's lyrics?"", 'Shipper', '0:13 Keine handy', 'I love this series', 'What happened in the beginning? Was Nico dreaming?']"
UCxUWIEL-USsiPak0Qy6_vVg,ymE5ZON70C0,"['😊Vielen Dank', 'Muito obrigada pela ajuda me entender aleman', ':3', '✅', 'noen fra stav ?', 'Aber warum ist dunkel draußen, wenn Lisa die Bewerbungsgespräch um 14 Ihr hat? :)', 'Die Endung 🤣', '1:29  mein Lieblingsteil :D', 'Die Serie is super!  Ich kann alles richtig verstehen. Bitte machen Sie andere Serie fur uns! Viel Gluck!', 'Wie cool 😎 😁']"
UCxUWIEL-USsiPak0Qy6_vVg,a7LZ0QAG6DQ,"['I can understand a small number of words written but speaking only a few plus the grammer is confusing at times', 'Vielen Dank', 'wie heisßt Max im richtige', 'Great job !!!', 'Nico lernt schnell Deutsch.', 'في حدا من سوريا هون', 'Tomáš Candát\nje gay', 'hallo :3', ""I want to know whether 'Was sind Sie von Beruf?' and 'Was machen Sie beruflich' HAVE the same meaning.\n\nYou'd be really helping me out.\nAuf Wiedersehen"", '1:39 oh Nico you did not just ....']"
UCxUWIEL-USsiPak0Qy6_vVg,rH8HMCr73RM,"['Theyre so fruity what', 'Vielen Dank', '🎉', 'Alemão para português', 'Danke für die schönen Videos.', 'Ich bin Elektrikel Ingenieur von Beruf. Ich arbeite bei Siemens 😊. Danke DW!', 'Each episode this gets harder and harder to understand.', 'Pozdrowienia z lekcji', 'Die sätze sind klar und einfach 👍', '✅']"
UCxUWIEL-USsiPak0Qy6_vVg,2v6H7fnWuts,"['Dieses Video ist zu schnell.', '😊Vielen Dank', 'Ich habe eine Frage. was bedeuted ""Papperlapapp"" (0:58)', 'Ich erkannte die Stimme dieser Dame, Frau Inge, aus dem Kurs ""Deutsch, Warum nicht?""', 'Danke Frau Inge mein lieber 😂😂', 'Danke Frau Inge mein lieber! XD', '✅', '👍💯👍💯👍💯', 'nico has big chance . so easyly immigration.', 'Frau Ingemeinlieber :)']"
UCxUWIEL-USsiPak0Qy6_vVg,_VUrkdITl8U,"['I remember when i started watching these videos it was difficult for me to understand what they were saying..aber jetzt kann ich viele Wörter verstehen ohne subtitles 😊', '😘😘😘😘😘😘😘😘', 'I’m confused why he uses ‘Wir hätten‘ but not ‚Wir haben‘. Is it because it‘s a future tense? 😵\u200d💫', 'nl', '✅', 'Thanx', 'Ich will wie Nico sein. Er geht immer irgendwohin ohne Geld 😭😭😭', 'Good', 'Ich spiele nicht gern Fußball, obwohl ich aus Brasilien komme\xa0😅']"
UCxUWIEL-USsiPak0Qy6_vVg,Vvt6H_EvGX0,"['Tarek .Max .kannst du morgen vielleicht etwas früher kommen.morgen ist doch der zweiundzwanzigste und ich habe um halb eins einen Termin\nMax. ja kein problem Übermorgen auch \nTarek.übermorgen? also am dreiundzwanzigsten\n  Max .kleiner Tipp morgen ist der zweiundzwanigste dann übermorgen ist dreiundzwanzigste\n Tarek. sehr witzig\nnein übermorgen habe ich mittags keine Termine nur morgen \nMax.aber denkst du dran vom ersten bis zum siebten November habe ich noch mal frühdienst.\nTarek. vom ersten bis zum siebten November.ja das habe ich auch so in meinem kalender stehen.das Marek hier ist Tarek. hallo. ja auch am wochenende öffnen wir morgens um neun und schließen abend um elf Uhr.ja Heute abend.sie möchten einen Tisch reservieren.um viertel vor sieben .tut mir leid wir haben leider erst um viertel vor acht einen Tisch frei.am fenster natülich..alles kler . danke wir freuen uns auf sie danke auf wiederhören . danke nico für deine Hilfe.\nNico das mache ich gern', 'DW , ich habe eine Frage für ihnen , Tarek sagt ( Ja , das habe ich si in meinen Kalender stehen ? Warum sagt Tarek das \nWir müssen sagen ( Ja das habe ich so in meinen Kalender gestanden , weil es hier Perfekt gibt( haben/sein+p.p) \nStehen ➡️gestanden', 'Wirklich ! Max und Tarek sprechen so schnell Deutsch aber das hilft uns , die Deutsche Sprache besser zu lernen und ich weiß , dass das ist schwierig für ein paar Personen aber wir lernen um Deutach zu verbessern😊. Vielen Danke deutsch Welle (DW)', 'Jekhskshksjskhwkkwhkhk😍😍😍😍', '""In deinem Weg sagst mir wo ist dein Weg"". Ich glaube, sie singen diese Worte am Anfang.  Ich kenne dieses Geheimnis jetzt🤣😉', 'Vielen Dank aus Ägypten 😍', 'İch denke nico deutsch.nico sehr schön sprehen deutsch😂😂', 'TAREK:\nMax?\nMAX:\nJa?\nTAREK:\nKannst du morgen vielleicht etwas früher kommen? Morgen ist doch der Zweiundzwanzigste und ich hab um halb eins einen Termin.\nMAX:\nJa, kein Problem.\xa0Übermorgen\xa0auch?\nTAREK:\nÜbermorgen? Also am Dreiundzwanzigsten?\nMAX:\nKleiner Tipp: Morgen ist der Zweiundzwanzigste, dann ist übermorgen der … Dreiundzwanzigste.\nTAREK:\nSehr witzig … Nein, übermorgen habe ich mittags keine Termine. Nur morgen.\nMAX:\nOkay. Aber denkst du dran: Vom ersten bis zum siebten\xa0November\xa0hab ich noch mal\xa0Frühdienst\xa0.\nTAREK:\nVom ersten bis zum siebten November. Ja! Das habe ich auch so in meinem\xa0Kalender\xa0stehen.\nMAX:\nGut, okay!\nTAREK:\n„Das Marek“, hier ist Tarek! Hallo. Ja, auch am Wochenende öffnen wir\xa0morgens\xa0um neun und schließen\xa0abends\xa0um elf Uhr. Ja! Heute Abend? Sie möchten einen Tisch\xa0reservieren\xa0? Um Viertel vor sieben … Tut mir leid. Wir haben leider erst um Viertel vor acht einen Tisch frei. Am Fenster, natürlich. Alles klar. Okay. Wir freuen uns auf Sie! Danke! Auf Wiederhören!\nDanke, Nico, für deine Hilfe!\nNICO:\nDas mache ich gern.', '0:44 ""Ja, das habe ich auch so in meinem Kalender stehen."" In this sentence is the verb ^stehen haben^? I have never heard of this verb! Helfen Sie mir!!!', '0:44 ""Ja, das habe ich auch so in meinem Kalender stehen."" In this sentence is the verb ^stehen haben^? I have never heard of this verb! Helfen Sie mir!!!']"
UCxUWIEL-USsiPak0Qy6_vVg,SEV3kmyQCII,"['Why does everybody in Germany looks good ? Is this  immigration propaganda ? cus it works.', 'Tarek.Unsere Öffnungszeiten.wir haben von Dienstag bis Sonntag von neun bis dreiundzwanzig Uhr geöffnet .am Montag haben wir leider geschlossen. ja danke Tschüss\nMax. magst du noch eine Limonade .nico?\nNico .ja ich nehme  noch eine Limonade\nInge. so es ist zwölf Uhr und das Mittagsangebot beginnt Jetzt.\nTarek. ja\nInge .was gibt es denn heute\nTarek. Heute gibt es Rouladen mit rotkraut und Kartoffeln oder fisch mit Gemüuse oder die Türkisch linsensuppe.\nInge.vielleicht nehme ich die..den Fisch nein die suppe  oder warte die Rouladen ich nehme die Rouladen\nTarek.sicher\nMax.bitte schön \nNico. danke schön.Entschuldigung wie viel Uhr ist es?\nMax.es ist zwölf Uhr du wartest auf Lisa .oder kommt sie um viertel  nach zwölf oder um halb eins !?\nNico. sie kommt um halb zwölf\nMax. oh   nomalerweise  ist sie pünktlisch\nTarek. Das marek hier ist Tarek Hallo Lisa.Nico ja der ist Hier okay ich sage es Nico bis gleich Tschüss\nNico. war das Lisa?\nTarek .ja sie kommt um viertel vor eins. also sie kommt um 12:45  ich meine sie kommt in 45 Minuten das Bewebungsgespräch dauert länger \nNico. okay ich verstehe \nTarek. ich bin Übrigens Tarek\nNico. Hallo ich bin Nico.\nMax.Nico!kannst du mir helfen! \nNico. ja. gerne', 'ada Indonesia coy', 'Freunde, wenn ich frage, kann mir jemand das komplette nico weg A1 PDF schicken, danke im Voraus', 'Marek=Max❌Tarek⁉️\n👨🏾\u200d❤️\u200d💋\u200d👨🏼', 'Why Nico has new clothes? He has everything in his lost bag...hahaha, anyway, I love these videos. Danke DW!', 'TAREK:\r\nUnsere Öffnungszeiten ? Wir haben von Dienstag bis Sonntag von neun bis dreiundzwanzig Uhr geöffnet . Am Montag haben wir leider geschlossen . Ja! Danke! Tschüss!\r\nMAX:\r\nMagst du noch eine Limonade, Nico?\r\nNICO:\r\nJa, ich nehme noch eine Limonade.\r\nINGE:\r\nSo! Es ist zwölf Uhr. Das Mittagsangebot beginnt jetzt.\r\nTAREK:\r\nJa!\r\nINGE:\r\nWas gibt’s denn heute?\r\nTAREK:\r\nHeute gibt es Rouladen mit Rotkraut und Kartoffeln oder Fisch mit Gemüse oder die türkische Linsensuppe.\r\nINGE:\r\nVielleicht nehme ich die … den Fisch … Nein, die Suppe … Oder warte! Die Rouladen , ich nehme die Rouladen.\r\nTAREK:\r\nSicher?\r\nMAX:\r\nBitte schön.\r\nNICO:\r\nDanke schön. Entschuldigung, wie viel Uhr ist es?\r\nMAX:\r\nEs ist zwölf Uhr. Du wartest auf Lisa, oder?\r\nNICO:\r\nMhm.\r\nMAX:\r\nKommt sie um Viertel nach zwölf oder um halb eins?\r\nNICO:\r\nUm halb zwölf.\r\nMAX:\r\nOh, normalerweise ist sie pünktlich.\r\nTAREK:\r\n„Das Marek“. Hier ist Tarek. Hallo, Lisa! Nico? Ja, der ist hier. Okay. Ich sage es Nico. Bis gleich! Tschüss!\r\nNICO:\r\nWar das Lisa?\r\nTAREK:\r\nJa. Sie kommt um Viertel vor eins, also um 12:45 Uhr. Ich meine: Sie kommt in 45 Minuten . Das Bewerbungsgespräch dauert länger.\r\nNICO:\r\nOkay, ich verstehe.\r\nTAREK:\r\nIch bin übrigens Tarek.\r\nNICO:\r\nHallo, ich bin Nico!\r\nMAX:\r\nOh, Nico, kannst du mir helfen?\r\nNICO:\r\nJa, gerne.', 'Nico ist gut aussehend', 'Um wieviel Uhr kommt Lisa?', 'Was ist Maxs echte Name?']"
UCxUWIEL-USsiPak0Qy6_vVg,dqtdmvpa8D0,"['Der arme Nico 😂😂❤❤', 'was ist das?', 'Was ist das?❤❤', 'How did he order pizza? Is he not broke?', 'Das war super!', 'Das is sehr toll hahaha', 'Welche Komplizenschaft', 'Diese Folge war am lustigsten 😂😍', 'That ""was ist das"" at the end 🤣🤣🤣 In love with nico 🤣❤', 'Was ist das? At the end lmao']"
UCxUWIEL-USsiPak0Qy6_vVg,f9kkMWEOxo0,"['Warum moggst du uns nico', 'wie viele zeit muss ich jeden Tag für Deutsch lernen?\nzweite stunden oder dritte stunden vierte Stunden', 'Vielen Dank', 'Die Beziehung zwischen Emma und Nico ist super 😂😂', 'I condemn you guys for writing soccer instead of football on your website.', 'Sie haben etwas getan! Hahahahahaha.', 'Nico after a few days in Germany nearly fluent \nMe after two years of German not even close to do a real conversation with somebody 😂🤣', 'görüşmek üzere hocam', 'dandik film dienler +1', 'ich liebe lern deutsch. danke schon.']"
UCxUWIEL-USsiPak0Qy6_vVg,jUElkIpQlNw,"['Lisa ist so streng. Es gibt nur Gemüse und Müsli in Emmas leben jajajajaja', 'Lisa.emma steht um halb sieben aut danach putzt sie zähne\ndas ist wichtig emma okay\nEmma.ich putze immer meine zähne\nLisa.immer oder manchmal\nEmma.fast immer\nLisa.zum Frühstück isst emmer normalerweise müsli mit Milch.aber manchmal isst sie auch einen Apfel.und zum Mittagessen gibt es oft Gemüse.\nNico. Gemüse!\nLisa. Ja. Gemüse. Tomaten salat Brokkoli.Mittagessen gibt es um zwölf.von zwei bis drei macht emma.normalerweise Hausaufgaben.und von vier bis halb fünf übt sie Flöte.ich kontrolliere das.\nEmma. ja ja\nLisa.und du siehst nicht fern und nach dem spielen räusmst du auf. ich möchte hier kein chaos haben.\nNico. kein problem.\nLisa. ich weiß\nEmma.morgen ist ein super tag.\nLisa. danke nico.ich bin morgen gegen sechs zum Abendessen wieder zu Hause.', 'I wouldn’t be Nico nowadays. Super dangerous lawwise', '😊Vielen Dank', 'LISA:\nEmma steht um halb sieben auf. Danach putzt sie Zähne. Das ist wichtig, Emma, okay?\n\nEMMA:\nIch putze immer meine Zähne!\n\nLISA:\nImmer oder manchmal?\n\nEMMA:\nFast immer.\n\nLISA:\nOkay …\nÄh, zum Frühstückisst Emma normalerweise Müsli mit Milch. Aber manchmal isst sie auch einen Apfel. Und zum Mittagessen gibt es oft Gemüse.\n\nNICO:\nGemüse?\n\nLISA:\nJa, Gemüse ... Tomaten, Salat, Brokkoli. Mittagessen gibt es um zwölf. Von zwei bis drei Uhr macht Emma normalerweise Hausaufgaben. Und von vier bis halb fünf übt sie Flöte. Ich kontrolliere das!\n\nEMMA:\nJa ja …\n\nLISA:\nUnd du siehst nicht fern. Und nachdem Spielen räumst du auf. Ich möchte hier kein Chaos haben!\n\nNICO:\nKein Problem.\n\nLISA:\nIch weiß.\n\nEMMA:\nMorgen ist ein super Tag!\n\nLISA:\nDanke, Nico! Ich bin morgen gegen sechs zum Abendessen wieder zu Hause.', 'ich mage nico swag', 'Wann steht Emma auf ?\nWas isst Emma zum Frühstück?\nWann isst sie das Mittagessen?\nWas isst sie zu Mittag?\nVon wann bis wann macht Emma die Hausaufgaben?\nVon wann bis wann übt sie Instrument?', 'Dont be toxic but even i can speak better german', 'Comment', 'Deniz if you see this reply this']"
UCxUWIEL-USsiPak0Qy6_vVg,AGwxwx3TOdg,"['Lisa. meine kollegin manja ist krank.ich mache morgen manjas Unterricht.\nsebastian.Das ist doch super.\nLisa.und was mache ich mit emma\nsebastian.wann beginnt der kurs.\nLisa um 9.das geht nicht\nnawin.wann arbeitest du morgen\nsebastian. ich arbeite morgen von acht bis zwolf.und nach dem Mittagessen habe ich Volleyballtraining.und das Training ist von zwei bis vier.\nLisa..und du nawin ?wann hast du morgen Uni\nnawin.ich bin von neun bis fünf in der Uni.Also den ganzen Tag tut mir leid.\nsebastian.was macht nina morgen.\nLisa.Nina hat morgen um acht einen Termin beim Arzt.\nsebastian.und danach ist sie von zehn bis drei in der schule\nLisa. es gibt keine Lösung ich rufe manja an wir sagen den Unterricht ab.\nsebastian. nico ist doch da.\nnico.wie bitte.\nsebastian.nico.passt du morgen auf emma auf?\nnico. emma\nnawin.Babysitting', 'Danke schön für dich Deutsch Welle', '😊Vielen Dank', 'SEBASTIAN:\nWas ist?\n\nLISA:\nMeine Kollegin Manja ist krank. Ich mache morgen Manjas Unterricht.\n\nSEBASTIAN:\nIst doch super. \n\nLISA:\nJa und was mache ich mit Emma?\n\nSEBASTIAN:\nWannbeginntder Kurs?\n\nLISA:\nUmneun. Das geht nicht.\n\nNAWIN:\nWann arbeitest du morgen?\n\nSEBASTIAN:\nIch arbeite morgen vonacht biszwölf. Und nach dem Mittagessen hab ich Volleyballtrainingund das Trainingist von zwei bis vier.\n\nLISA:\nUnd du, Nawin? Wann hast du morgen Uni?\n\nNAWIN:\nIch bin von neun bis fünf in der Uni. Also den ganzen Tag. Tut mir leid.\n\nSEBASTIAN:\nWas macht Nina morgen?\n\nLISA:\nNina hat morgen um acht einen Terminbeim Arzt.\n\nSEBASTIAN:\nUnd danach ist sie von zehn bis drei in der Schule.\n\nNAWIN:\nHm …\n\nLISA:\nEs gibt keine Lösung. Ich rufe Manja an. Wir sagen den Unterricht ab.\n\nSEBASTIAN:\nNico ist doch da.\n\nNICO:\nWie bitte?\n\nSEBASTIAN:\nNico, passt du morgen auf Emma auf?\n\nNICO:\nEmma?\n\nNAWIN:\nBabysitting.\n\nNICO:\nJa! Gerne!', 'Ich wünschte, ich könnte sie auf Spotify hören', 'I like how Nico is still trying to learn German with a book and headphones, completely ignoring the fact that he is literally surrounded by German-speaking people.', ""Nachdem Nico 'ja' gesagt hat, Lisa sieht ziemlich unzufrieden aus"", 'We will spam comments', 'Lol deniz', 'Boi']"
UCxUWIEL-USsiPak0Qy6_vVg,Q-qjyb9AsqM,"['No way Nico still has his ""Handy"" 1:19. My man played Lisa.  The audacity!', 'Nawin. das ist mein zimmer vielleicht bald dein zimmer\nUlla. ist das auch deine?\nsebastian.nein das ist meine .die habe ich schon gesucht danke ulla\nulla.:ist das mein bad \nnawin.nein wir haben nur ein bad hier duschen alle.\nulla.alle hier ist es nicht sauber\nwie oft putzt ihr denn.\nlisa.Na ja das kommt drauf an.ist es dreckig dann putzen wir.\nulla. und wie sind die nachbarn. die sind nicht zu laut .oder?\nsebastian.doch die sind superlaut und nicht nett.\nulla. na dann\nsebastian. na dann wir rufen dich an.ulla.okay tschüss\nlisa was für eine katastrophe\nsebastian.ich glaube. wir finden nicht die Mieter für nawins zimmer', ""Why was Sebastian's underpants in Nawin's room?"", 'NAWIN:\nDas ist mein Zimmer … Vielleicht bald dein Zimmer?\n\nULLA:\nIst das auch deine?\n\nSEBASTIAN:\nOh. Nein, das ist meine. Die habe ich schon gesucht. Danke, Ulla!\n\nULLA:\nIst das mein Bad?\n\nNAWIN:\nÄh … Nein, wir haben nur ein Bad. Hier duschen alle.\n\nULLA:\nAlle? Hier ist es nicht sehr sauber. Wie oft putzt ihr denn?\n\nLISA:\nNaja, das kommt drauf an. Ist es dreckig, dann putzen wir.\n\nULLA:\nUnd wie sind die Nachbarn? Die sind nicht zu laut, oder?\n\nSEBASTIAN:\nDoch! Die sind super laut und nicht nett!\n\nULLA:\nNa dann …\n\nSEBASTIAN:\nNa dann. Wir rufen dich an.\n\nULLA: Was für eine Katastrophe!\nOkay. Tschüss!\n\nLISA:\nWas für eine Katastrophe!\n\nSEBASTIAN:\nIch glaube, wir finden nie einen Mieter für Nawins Zimmer!\n\nLISA:\nAh, die Sprachschule … Oh nein!\n\nNICO:\nWas ist denn?', 'Nico kann der Mieter für Nawins Zimmer sein :D Warum denken sie das nicht jfslkdjkfl', 'Ich liebe dieses Mädchen in Minuten 0:10. Wie heißt sie ? Frau meines Traums rsrs', 'Sebastian ist der beste hahah', 'halloooo', 'bonjour super vidéo', '✅']"
